EmployeeNumber,Attrition,Department,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance
1949,No,Sales,9,4,1,1,4,1,Laboratory Technician,2,1,No,22,4,2,80,0,5,3,3
1950,No,Sales,1,3,1,1,3,3,Sales Executive,4,1,No,21,4,1,80,0,14,3,2
1951,No,Sales,13,4,1,4,3,3,Sales Executive,3,1,No,18,3,3,80,1,9,2,2
1952,No,Sales,1,3,1,3,3,1,Laboratory Technician,1,0,No,13,3,4,80,0,8,6,2
1954,No,Sales,1,3,1,1,3,2,Healthcare Representative,1,0,No,12,3,1,80,1,6,5,2
1955,No,Sales,15,4,1,3,3,2,Healthcare Representative,4,5,No,18,3,2,80,1,9,6,3
1956,No,Sales,1,3,1,4,1,2,Research Scientist,1,1,No,21,4,2,80,0,10,6,3
1960,Yes,Sales,17,3,1,3,2,1,Laboratory Technician,4,5,No,12,3,1,80,1,6,2,2
1961,No,Sales,1,3,1,1,2,1,Sales Representative,1,4,No,14,3,1,80,0,20,3,2
1962,No,Sales,7,4,1,3,3,2,Sales Executive,4,1,Yes,11,3,4,80,0,10,2,3
1965,No,Sales,9,3,1,4,3,2,Sales Executive,4,1,No,14,3,1,80,0,7,5,3
1966,No,Sales,5,4,1,4,2,2,Manufacturing Director,4,8,No,24,4,2,80,0,8,1,3
1967,Yes,Sales,26,4,1,1,3,2,Sales Executive,4,1,Yes,11,3,3,80,0,10,4,3
1968,Yes,Sales,24,4,1,1,3,3,Sales Executive,1,6,Yes,13,3,2,80,0,15,2,2
1969,No,Sales,9,2,1,1,3,2,Research Scientist,3,3,No,11,3,3,80,2,9,6,2
1970,No,Sales,7,2,1,4,3,2,Healthcare Representative,3,1,No,20,4,3,80,3,9,2,3
1971,No,Sales,11,3,1,1,3,3,Healthcare Representative,3,1,No,17,3,2,80,1,10,1,3
1972,No,Sales,1,4,1,4,3,1,Human Resources,2,0,Yes,11,3,2,80,1,7,2,3
1973,No,Sales,26,4,1,3,4,5,Manager,2,4,Yes,18,3,1,80,1,35,0,3
1974,No,Sales,2,1,1,4,1,1,Laboratory Technician,4,1,Yes,11,3,3,80,3,1,4,3
1975,No,Sales,15,4,1,2,3,4,Sales Executive,1,0,No,12,3,1,80,0,21,3,3
1976,No,Sales,23,2,1,4,2,2,Research Scientist,3,1,No,12,3,4,80,0,20,2,3
1979,No,Sales,10,3,1,3,3,3,Research Director,3,4,No,20,4,3,80,1,13,2,4
1980,No,Sales,10,3,1,3,3,2,Manufacturing Director,1,6,Yes,19,3,4,80,0,9,3,3
1981,No,Sales,1,2,1,2,2,2,Healthcare Representative,3,1,No,12,3,2,80,0,4,2,2
1982,No,Sales,12,2,1,4,3,1,Laboratory Technician,4,1,No,13,3,3,80,0,5,6,4
1985,No,Sales,11,3,1,4,3,2,Laboratory Technician,3,1,No,11,3,1,80,1,10,2,4
1986,No,Sales,2,2,1,2,3,2,Sales Executive,2,3,No,14,3,3,80,1,15,4,3
1987,No,Sales,2,3,1,3,3,1,Human Resources,2,4,No,14,3,3,80,0,6,3,3
1989,No,Sales,1,2,1,4,3,1,Laboratory Technician,2,1,No,13,3,3,80,0,12,6,2
1992,No,Sales,2,1,1,4,3,1,Laboratory Technician,3,6,Yes,19,3,3,80,1,7,2,2
1993,No,Sales,25,3,1,1,3,3,Healthcare Representative,3,2,No,23,4,2,80,0,25,3,3
1994,No,Sales,1,2,1,2,2,1,Laboratory Technician,3,1,No,12,3,3,80,3,1,2,2
1995,No,Sales,1,4,1,4,3,2,Sales Executive,2,0,No,15,3,1,80,2,16,3,3
1996,No,Sales,2,2,1,1,3,1,Sales Representative,3,0,No,19,3,3,80,1,3,1,3
1997,No,Sales,6,4,1,1,2,2,Manufacturing Director,3,2,No,11,3,4,80,1,10,1,3
1998,No,Sales,18,4,1,4,3,2,Research Scientist,1,6,Yes,17,3,3,80,1,9,3,2
1999,No,Sales,1,3,1,4,3,1,Research Scientist,4,3,No,22,4,1,80,1,12,3,3
2000,No,Sales,1,1,1,3,3,3,Research Director,2,0,No,18,3,1,80,2,14,3,1
2003,No,Sales,11,4,1,4,3,1,Laboratory Technician,3,7,Yes,11,3,3,80,1,5,3,3
2007,No,Sales,1,2,1,4,3,1,Research Scientist,3,0,No,12,3,4,80,0,4,2,4
2008,No,Sales,9,4,1,2,3,2,Research Scientist,3,1,No,19,3,2,80,0,10,5,3
2009,No,Sales,15,2,1,2,3,2,Healthcare Representative,4,0,Yes,13,3,1,80,1,10,6,3
2010,No,Sales,29,4,1,3,2,1,Laboratory Technician,2,1,No,13,3,3,80,0,6,3,3
2012,No,Sales,1,4,1,1,3,1,Laboratory Technician,4,8,No,19,3,3,80,2,8,3,2
2013,No,Sales,1,4,1,2,2,1,Sales Representative,2,0,No,14,3,2,80,1,3,2,3
2014,No,Sales,24,1,1,1,3,2,Research Scientist,4,7,No,13,3,1,80,0,18,2,3
2015,No,Sales,10,3,1,2,1,3,Research Director,3,3,No,12,3,1,80,1,20,3,3
2016,No,Sales,1,4,1,3,3,3,Sales Executive,4,1,No,19,3,3,80,2,14,3,3
2017,No,Sales,10,3,1,3,4,3,Research Director,4,1,Yes,25,4,1,80,1,16,2,3
2018,No,Sales,8,2,1,1,3,2,Sales Executive,3,0,Yes,22,4,2,80,1,6,3,2
2019,No,Sales,29,4,1,1,3,1,Sales Representative,4,2,No,15,3,2,80,2,16,3,2
2020,No,Sales,1,3,1,2,3,1,Research Scientist,4,6,Yes,12,3,3,80,0,6,2,3
2021,No,Sales,5,1,1,3,3,1,Sales Representative,1,1,Yes,11,3,4,80,0,2,6,3
2022,No,Sales,9,3,1,4,3,5,Manager,4,2,No,13,3,3,80,0,21,3,2
2023,Yes,Sales,9,3,1,4,3,1,Sales Representative,1,1,No,19,3,1,80,1,1,3,2
2024,No,Sales,3,3,1,1,2,3,Sales Executive,4,0,No,19,3,3,80,2,10,2,3
2025,No,Sales,4,2,1,4,3,2,Manufacturing Director,2,7,No,13,3,2,80,3,18,3,3
2026,No,Sales,1,4,1,3,3,2,Healthcare Representative,3,1,No,21,4,1,80,1,13,2,2
2027,Yes,Sales,1,4,1,1,3,1,Research Scientist,4,9,Yes,14,3,2,80,3,4,3,4
2031,No,Sales,2,3,1,1,3,5,Manager,3,5,No,11,3,1,80,0,24,2,2
2032,Yes,Sales,7,2,1,4,3,1,Laboratory Technician,3,8,No,11,3,4,80,1,14,4,1
2034,No,Sales,28,4,1,1,2,4,Manufacturing Director,2,0,No,23,4,3,80,1,21,3,3
2035,No,Sales,28,3,1,4,2,2,Sales Executive,3,1,No,21,4,4,80,2,8,2,3
2036,No,Sales,15,4,1,4,1,2,Sales Executive,4,1,No,24,4,1,80,1,15,4,2
2037,No,Sales,3,3,1,3,2,2,Sales Executive,2,2,No,11,3,3,80,1,14,5,3
2038,No,Sales,2,3,1,4,3,1,Research Scientist,1,1,No,14,3,4,80,0,4,4,3
2040,No,Sales,26,4,1,3,3,3,Human Resources,4,1,Yes,16,3,3,80,0,9,2,3
2041,No,Sales,10,2,1,1,3,2,Sales Executive,4,1,No,11,3,3,80,1,10,1,3
2044,Yes,Sales,1,4,1,2,3,2,Sales Executive,3,7,No,12,3,4,80,2,12,3,3
2045,No,Sales,11,4,1,2,2,2,Sales Executive,4,4,No,13,3,1,80,1,8,2,2
2046,No,Sales,20,3,1,4,3,2,Sales Executive,3,8,No,15,3,3,80,0,8,3,3
2048,No,Sales,2,4,1,3,2,1,Research Scientist,3,2,No,14,3,4,80,0,8,2,3
2049,No,Sales,18,4,1,3,3,2,Healthcare Representative,3,1,Yes,14,3,4,80,2,10,2,4
2051,No,Sales,2,4,1,3,3,1,Research Scientist,3,2,No,14,3,2,80,3,20,2,3
2052,No,Sales,1,4,1,3,1,1,Research Scientist,4,1,No,12,3,4,80,1,4,5,3
2053,No,Sales,13,2,1,4,2,2,Laboratory Technician,2,4,Yes,13,3,1,80,1,10,2,3
2054,No,Sales,28,4,1,4,2,1,Research Scientist,1,1,No,14,3,2,80,0,5,3,1
2055,Yes,Sales,28,3,1,4,2,3,Sales Executive,1,4,Yes,13,3,2,80,1,20,3,3
2056,No,Sales,24,1,1,2,2,4,Sales Executive,4,0,No,11,3,1,80,1,21,2,2
2057,No,Sales,5,3,1,2,3,2,Manufacturing Director,1,0,No,19,3,2,80,0,10,2,3
2060,No,Sales,5,3,1,4,2,1,Sales Representative,3,0,No,18,3,4,80,0,5,2,3
2061,No,Sales,23,2,1,3,4,2,Laboratory Technician,4,4,No,17,3,3,80,1,17,3,3
2062,No,Sales,6,1,1,4,2,3,Healthcare Representative,1,4,No,15,3,1,80,1,9,5,3
2064,No,Sales,4,3,1,2,4,2,Manufacturing Director,2,1,Yes,20,4,2,80,1,6,0,3
2065,No,Sales,2,3,1,4,2,2,Sales Executive,2,2,No,14,3,4,80,0,17,3,2
2068,No,Sales,8,3,1,2,4,2,Laboratory Technician,3,2,No,12,3,1,80,0,6,3,4
